       latitude      longitude observation     resiual  prediction  correction
       41.12172      140.29353    -0.18800     0.06531    -0.25331     0.00000
       40.57518      140.29499    -0.28070     0.06225    -0.34295     0.00000
       36.77896      140.29649     0.05320    -0.05417     0.10737     0.00000
       35.71745      140.31515     0.05510     0.01386     0.04124     0.00000
       41.59903      140.31589    -0.11890     0.07489    -0.19379     0.00000
       35.53012      140.31824     0.03130     0.00687     0.02443     0.00000
       38.75860      140.31874    -0.50850     0.00924    -0.51774     0.00000
       37.36182      140.32439    -0.05360    -0.03664    -0.01696     0.00000
       35.42113      140.33737    -0.00160    -0.01752     0.01592     0.00000
       36.09694      140.34315     0.08670    -0.00097     0.08767     0.00000
       42.49436      140.35420    -0.06930     0.04936    -0.11866     0.00000
       38.49677      140.36515    -0.43850     0.02655    -0.46505     0.00000
       38.33103      140.36609    -0.38140     0.02102    -0.40242     0.00000
       41.93485      140.37123    -0.10860     0.05237    -0.16097     0.00000
       37.62073      140.37290    -0.09790     0.00979    -0.10769     0.00000
       37.02358      140.37627    -0.01100    -0.07993     0.06893     0.00000
       35.24324      140.38491    -0.03030    -0.03449     0.00419     0.00000
       36.47585      140.38569     0.09560    -0.03168     0.12728     0.00000
       39.54929      140.38662    -0.52550     0.03560    -0.56110     0.00000
       38.17044      140.39388    -0.30910     0.03541    -0.34451     0.00000
       40.00688      140.40199    -0.41030     0.06669    -0.47699     0.00000
       35.97041      140.40295     0.06420    -0.00497     0.06917     0.00000
       35.80333      140.40701     0.00910    -0.03759     0.04669     0.00000
       40.18332      140.40815    -0.37070     0.06858    -0.43928     0.00000
       36.86209      140.41327     0.01660    -0.08510     0.10170     0.00000
       37.98993      140.44257    -0.22530     0.05284    -0.27814     0.00000
       37.83350      140.44679    -0.15860     0.04951    -0.20811     0.00000
       39.05438      140.44733    -0.58240     0.04160    -0.62400     0.00000
       35.64235      140.44830     0.02730     0.00038     0.02692     0.00000
       37.21056      140.45097    -0.05630    -0.07561     0.01931     0.00000
       40.91018      140.45157    -0.23140     0.06462    -0.29602     0.00000
       37.44487      140.46403    -0.03220     0.02420    -0.05640     0.00000
       37.68331      140.46649    -0.14400     0.00382    -0.14782     0.00000
       36.34437      140.47633     0.10510    -0.01834     0.12344     0.00000
       40.62435      140.47853    -0.27810     0.07514    -0.35324     0.00000
       41.18508      140.49077    -0.17840     0.07422    -0.25262     0.00000
       38.75216      140.49726    -0.56660     0.04553    -0.61213     0.00000
       36.74303      140.49760     0.01280    -0.11121     0.12401     0.00000
       39.19910      140.50669    -0.64290     0.01229    -0.65519     0.00000
       41.71133      140.53503    -0.14550     0.03916    -0.18466     0.00000
       39.92139      140.53586    -0.47260     0.05931    -0.53191     0.00000
       42.98525      140.54394    -0.04190     0.04927    -0.09117     0.00000
       36.18131      140.54448     0.10000    -0.00053     0.10053     0.00000
       39.32700      140.55978    -0.63110     0.03989    -0.67099     0.00000
       37.08930      140.56164    -0.09100    -0.13974     0.04874     0.00000
       42.09861      140.56886    -0.08760     0.05966    -0.14726     0.00000
       37.59109      140.57165    -0.14220    -0.01296    -0.12924     0.00000
       40.32505      140.57735    -0.36680     0.06866    -0.43546     0.00000
       40.52365      140.57815    -0.31820     0.06845    -0.38665     0.00000
       40.70628      140.58922    -0.27910     0.06733    -0.34643     0.00000
       39.50814      140.59609    -0.61440     0.04158    -0.65598     0.00000
       39.74916      140.59704    -0.54970     0.04693    -0.59663     0.00000
       42.80272      140.60352    -0.05700     0.04274    -0.09974     0.00000
       36.53993      140.61184     0.05430    -0.09021     0.14451     0.00000
       39.05190      140.62959    -0.72770     0.00574    -0.73344     0.00000
       41.04322      140.63589    -0.21570     0.06667    -0.28237     0.00000
       37.98441      140.64564    -0.30640     0.03957    -0.34597     0.00000
       35.77730      140.64682     0.01920    -0.00636     0.02556     0.00000
       35.95545      140.65924     0.10170     0.05063     0.05107     0.00000
       37.32547      140.66211    -0.14970    -0.11100    -0.03870     0.00000
       42.12314      140.66687    -0.06800     0.07698    -0.14498     0.00000
       36.93262      140.69015    -0.10580    -0.19520     0.08940     0.00000
       39.14620      140.71505    -0.79310    -0.00659    -0.78651     0.00000
       41.97669      140.71544    -0.11360     0.04440    -0.15800     0.00000
       37.18309      140.71600    -0.16750    -0.17377     0.00627     0.00000
       37.82460      140.72766    -0.26420     0.02217    -0.28637     0.00000
       38.57181      140.72772    -0.67770     0.03451    -0.71221     0.00000
       39.70268      140.73285    -0.62540     0.03628    -0.66168     0.00000
       41.82607      140.74783    -0.11820     0.05497    -0.17317     0.00000
       36.80031      140.75391    -0.08470    -0.20781     0.12311     0.00000
       38.25775      140.75470    -0.52430     0.04132    -0.56562     0.00000
       37.56055      140.75507    -0.22460    -0.06914    -0.15546     0.00000
       42.55138      140.76762    -0.06390     0.04896    -0.11286     0.00000
       39.35130      140.76918    -0.77940     0.00552    -0.78492     0.00000
       40.21544      140.78733    -0.43680     0.06776    -0.50456     0.00000
       38.74894      140.80164    -0.82510     0.00818    -0.83328     0.00000
       40.64357      140.80335    -0.31220     0.06824    -0.38044     0.00000
       42.04297      140.80554    -0.09680     0.05463    -0.15143     0.00000
       37.33670      140.80845    -0.21110    -0.14463    -0.06647     0.00000
       40.83441      140.81054    -0.26720     0.06697    -0.33417     0.00000
       41.14555      140.82199    -0.19910     0.07136    -0.27046     0.00000
       42.64629      140.82568    -0.06330     0.04321    -0.10651     0.00000
       38.93403      140.83319    -0.86580     0.02186    -0.88766     0.00000
       39.55446      140.83632    -0.73640     0.02340    -0.75980     0.00000
       35.72636      140.83723    -0.02190    -0.01765    -0.00425     0.00000
       37.01845      140.84165    -0.22610    -0.27908     0.05298     0.00000
       38.02966      140.84399    -0.43770     0.03120    -0.46890     0.00000
       38.54622      140.84787    -0.78310     0.01812    -0.80122     0.00000
       38.41176      140.85137    -0.70210     0.02948    -0.73158     0.00000
       42.47390      140.87637    -0.06030     0.05653    -0.11683     0.00000
       41.45530      140.88051    -0.15820     0.06204    -0.22024     0.00000
       42.85789      140.88334    -0.05870     0.03557    -0.09427     0.00000
       42.55793      140.89880    -0.06320     0.04791    -0.11111     0.00000
       37.09071      140.90251    -0.27110    -0.28991     0.01881     0.00000
       37.80067      140.90808    -0.35910    -0.01462    -0.34448     0.00000
       41.74059      140.92933    -0.10820     0.07422    -0.18242     0.00000
       40.44763      140.94159    -0.38950     0.06291    -0.45241     0.00000
       42.37421      140.94241    -0.05840     0.06463    -0.12303     0.00000
       38.17712      140.94369    -0.62370     0.02011    -0.64381     0.00000
       38.31749      140.95418    -0.76540    -0.00654    -0.75886     0.00000
       39.70109      140.96450    -0.75750     0.00401    -0.76151     0.00000
       41.19966      140.98381    -0.19240     0.07147    -0.26387     0.00000
       39.12701      140.98846    -1.00130     0.00754    -1.00884     0.00000
       40.92116      140.99023    -0.24920     0.07361    -0.32281     0.00000
       38.68613      141.00433    -1.00700     0.01319    -1.02019     0.00000
       40.10675      141.04646    -0.56170     0.03965    -0.60135     0.00000
       39.95308      141.06633    -0.64900     0.02971    -0.67871     0.00000
       42.66788      141.07496    -0.05510     0.04707    -0.10217     0.00000
       40.29108      141.07647    -0.45800     0.07064    -0.52864     0.00000
       42.42055      141.08106    -0.08320     0.03469    -0.11789     0.00000
       41.46616      141.09447    -0.15220     0.06670    -0.21890     0.00000
       40.57998      141.10602    -0.35250     0.07293    -0.42543     0.00000
       40.86236      141.13181    -0.29070     0.05204    -0.34274     0.00000
       41.83400      141.14218    -0.09180     0.07779    -0.16959     0.00000
       38.53948      141.14754    -1.15750    -0.02525    -1.13225     0.00000
       38.99546      141.14852    -1.16650     0.04621    -1.21271     0.00000
       38.66063      141.16072    -1.22030    -0.00903    -1.21127     0.00000
       39.85125      141.16486    -0.73590     0.03073    -0.76663     0.00000
       39.59657      141.17210    -0.92410     0.00082    -0.92492     0.00000
       40.62507      141.19783    -0.33600     0.08102    -0.41702     0.00000
       39.11062      141.20392    -1.22720     0.01154    -1.23874     0.00000
       38.42506      141.21291    -1.12070     0.01893    -1.13963     0.00000
       41.30077      141.21328    -0.16650     0.07972    -0.24622     0.00000
       39.98057      141.22506    -0.66650     0.04545    -0.71195     0.00000
       38.90193      141.28319    -1.36470     0.05276    -1.41746     0.00000
       42.97138      141.29033    -0.03540     0.04778    -0.08318     0.00000
       39.46469      141.29300    -1.06630     0.03153    -1.09783     0.00000
       40.29115      141.29369    -0.50660     0.05502    -0.56162     0.00000
       38.50984      141.30440    -1.33040     0.01701    -1.34741     0.00000
       39.23537      141.31167    -1.25660     0.03128    -1.28788     0.00000
       38.74322      141.31786    -1.41780     0.06091    -1.47871     0.00000
       40.50876      141.33199    -0.38780     0.08145    -0.46925     0.00000
       42.54980      141.36148    -0.04930     0.05513    -0.10443     0.00000
       40.96824      141.36796    -0.23150     0.08760    -0.31910     0.00000
       40.67640      141.37621    -0.31190     0.09631    -0.40821     0.00000
       41.16093      141.38569    -0.19380     0.07909    -0.27289     0.00000
       39.01211      141.40085    -1.47070     0.08436    -1.55506     0.00000
       42.77319      141.40709    -0.06000     0.03080    -0.09080     0.00000
       39.63937      141.42613    -1.00470     0.03793    -1.04263     0.00000
       41.40471      141.44759    -0.12710     0.09728    -0.22438     0.00000
       38.68270      141.44937    -1.60520     0.10132    -1.70652     0.00000
       39.84902      141.45259    -0.80750     0.06970    -0.87720     0.00000
       40.04860      141.46194    -0.65560     0.07614    -0.73174     0.00000
       40.27104      141.48486    -0.51980     0.07754    -0.59734     0.00000
       38.30119      141.50069    -1.50460    -0.02333    -1.48127     0.00000
       40.51536      141.51128    -0.37600     0.10122    -0.47722     0.00000
       39.33806      141.53416    -1.38760     0.05016    -1.43776     0.00000
       38.90286      141.57259    -1.77110     0.15188    -1.92298     0.00000
       39.14309      141.57549    -1.65030     0.06370    -1.71400     0.00000
       42.88443      141.57742    -0.05260     0.02939    -0.08199     0.00000
       42.65553      141.60226    -0.04000     0.05306    -0.09306     0.00000
       39.97096      141.66218    -0.72510     0.11488    -0.83998     0.00000
       39.59612      141.67529    -1.18070     0.06471    -1.24541     0.00000
       40.40520      141.71313    -0.42060     0.11912    -0.53972     0.00000
       42.98325      141.73067    -0.04770     0.02682    -0.07452     0.00000
       39.02378      141.73985    -2.00410     0.14318    -2.14728     0.00000
       40.13345      141.78910    -0.60210     0.12361    -0.72571     0.00000
       39.25352      141.79804    -1.78900     0.10100    -1.89000     0.00000
       39.84918      141.80385    -0.89140     0.10978    -1.00118     0.00000
       42.72944      141.86398     0.00570     0.08859    -0.08289     0.00000
       39.57239      141.93996    -1.35440     0.10700    -1.46140     0.00000
       39.86937      141.95054    -0.88960     0.12866    -1.01826     0.00000
       39.45816      141.95526    -1.56060     0.12880    -1.68940     0.00000
       39.73896      141.97022    -1.06580     0.13830    -1.20410     0.00000
       42.48128      142.06022    -0.03310     0.05724    -0.09034     0.00000
       42.93377      142.08460    -0.02050     0.04797    -0.06847     0.00000
       42.72724      142.29581    -0.02220     0.04882    -0.07102     0.00000
       42.35690      142.36460    -0.04720     0.03931    -0.08651     0.00000
       42.55426      142.39592    -0.04690     0.02848    -0.07538     0.00000
       42.98052      142.40197    -0.01630     0.04250    -0.05880     0.00000
       42.89063      142.53226    -0.00480     0.05339    -0.05819     0.00000
       42.24773      142.56745    -0.03550     0.04856    -0.08406     0.00000
       42.27723      142.76795    -0.01360     0.05994    -0.07354     0.00000
       42.13094      142.93539    -0.01860     0.05369    -0.07229     0.00000
       42.80334      142.95369     0.00280     0.05115    -0.04835     0.00000
       42.69927      143.10326    -0.01150     0.03472    -0.04622     0.00000
       42.48641      143.15197    -0.01810     0.03185    -0.04995     0.00000
       42.00586      143.15653    -0.02670     0.03916    -0.06586     0.00000
       42.93886      143.17057    -0.00620     0.03291    -0.03911     0.00000
       42.67396      143.31280    -0.01550     0.02447    -0.03997     0.00000
       42.12559      143.31570    -0.00440     0.04877    -0.05317     0.00000
       42.32159      143.33100    -0.00110     0.04598    -0.04708     0.00000
       42.55165      143.46114    -0.00280     0.03450    -0.03730     0.00000
       42.80651      143.49497     0.01860     0.05086    -0.03226     0.00000
       42.80034      143.65554    -0.00230     0.02559    -0.02789     0.00000
       42.89451      143.92695     0.00930     0.02958    -0.02028     0.00000
       42.96326      144.43194     0.00910     0.01900    -0.00990     0.00000
       42.98257      144.71915     0.01320     0.01861    -0.00541     0.00000
       38.88798      143.36219    -6.00000    -0.18571    -5.81429     0.00000
       38.63646      143.26334    -9.00000    -0.14760    -8.85240     0.00000
       38.08094      142.91663   -10.00000    -0.05328    -9.94672     0.00000
       38.14886      142.43315    -5.00000    -0.01997    -4.98003     0.00000
       37.16611      142.08090    -2.00000    -0.55037    -1.44963     0.00000
