       latitude      longitude observation     resiual  prediction  correction
       36.69246      140.15769    -0.06690     0.03918    -0.10608     0.00000
       39.16421      140.16198     0.05130    -0.01080     0.06210     0.00000
       36.95231      140.16476    -0.07980     0.02288    -0.10268     0.00000
       36.26327      140.17426    -0.07800     0.01986    -0.09786     0.00000
       36.54222      140.17931    -0.11080    -0.00283    -0.10797     0.00000
       38.93810      140.18347     0.00820    -0.04764     0.05584     0.00000
       35.54414      140.18656    -0.03210     0.04854    -0.08064     0.00000
       38.28898      140.19992    -0.00950    -0.02291     0.01341     0.00000
       36.03134      140.20244    -0.06060     0.03184    -0.09244     0.00000
       37.61595      140.20565    -0.08980    -0.03393    -0.05587     0.00000
       37.29304      140.21275    -0.07330     0.01728    -0.09058     0.00000
       38.62841      140.22051    -0.01110    -0.04872     0.03762     0.00000
       42.78643      140.23320    -0.00680    -0.00146    -0.00534     0.00000
       39.65831      140.23421     0.04810    -0.01015     0.05825     0.00000
       35.28838      140.24916    -0.04920     0.03006    -0.07926     0.00000
       42.24368      140.25048    -0.02060    -0.01865    -0.00195     0.00000
       37.12629      140.25993    -0.11310     0.00345    -0.11655     0.00000
       40.27116      140.26366     0.02570    -0.01421     0.03991     0.00000
       35.16590      140.26802    -0.04710     0.03075    -0.07785     0.00000
       38.14810      140.27114    -0.05070    -0.04060    -0.01010     0.00000
       40.77898      140.27298     0.04220     0.01858     0.02362     0.00000
       39.29674      140.27893     0.03080    -0.02894     0.05974     0.00000
       36.65057      140.29342    -0.13400     0.00120    -0.13520     0.00000
       41.12172      140.29353    -0.01590    -0.03017     0.01427     0.00000
       40.57518      140.29499     0.01630    -0.01301     0.02931     0.00000
       36.77896      140.29649    -0.10440     0.03453    -0.13893     0.00000
       35.71745      140.31515    -0.06670     0.02426    -0.09096     0.00000
       41.59903      140.31589    -0.01510    -0.01971     0.00461     0.00000
       35.53012      140.31824    -0.02370     0.06316    -0.08686     0.00000
       38.75860      140.31874    -0.00200    -0.03945     0.03745     0.00000
       37.36182      140.32439    -0.07650     0.03652    -0.11302     0.00000
       35.42113      140.33737    -0.02140     0.06415    -0.08555     0.00000
       36.09694      140.34315    -0.06700     0.04128    -0.10828     0.00000
       42.49436      140.35420     0.00760     0.01288    -0.00528     0.00000
       38.49677      140.36515    -0.01480    -0.02501     0.01021     0.00000
       38.33103      140.36609    -0.04050    -0.03355    -0.00695     0.00000
       41.93485      140.37123     0.00090     0.00175    -0.00085     0.00000
       37.62073      140.37290    -0.03640     0.05907    -0.09547     0.00000
       37.02358      140.37627    -0.14610     0.01331    -0.15941     0.00000
       35.24324      140.38491    -0.03620     0.04774    -0.08394     0.00000
       36.47585      140.38569    -0.12960     0.01635    -0.14595     0.00000
       39.54929      140.38662     0.02580    -0.03030     0.05610     0.00000
       38.17044      140.39388    -0.11260    -0.08188    -0.03072     0.00000
       40.00688      140.40199     0.03670    -0.00887     0.04557     0.00000
       35.97041      140.40295    -0.07780     0.02846    -0.10626     0.00000
       35.80333      140.40701    -0.05850     0.04058    -0.09908     0.00000
       40.18332      140.40815     0.00760    -0.03211     0.03971     0.00000
       36.86209      140.41327    -0.16690     0.01001    -0.17691     0.00000
       37.98993      140.44257    -0.09890    -0.03326    -0.06564     0.00000
       37.83350      140.44679    -0.09470    -0.00636    -0.08834     0.00000
       39.05438      140.44733     0.02870    -0.01536     0.04406     0.00000
       35.64235      140.44830    -0.06610     0.03015    -0.09625     0.00000
       37.21056      140.45097    -0.13920     0.03400    -0.17320     0.00000
       40.91018      140.45157    -0.00130    -0.01722     0.01592     0.00000
       37.44487      140.46403    -0.18890    -0.03958    -0.14932     0.00000
       37.68331      140.46649    -0.06880     0.04730    -0.11610     0.00000
       36.34437      140.47633    -0.17860    -0.02863    -0.14997     0.00000
       40.62435      140.47853     0.02370     0.00028     0.02342     0.00000
       41.18508      140.49077     0.02470     0.01625     0.00845     0.00000
       38.75216      140.49726    -0.05660    -0.07214     0.01554     0.00000
       36.74303      140.49760    -0.21730    -0.01218    -0.20512     0.00000
       39.19910      140.50669     0.00020    -0.04600     0.04620     0.00000
       41.71133      140.53503     0.00680     0.00812    -0.00132     0.00000
       39.92139      140.53586     0.01740    -0.02700     0.04440     0.00000
       42.98525      140.54394    -0.00690     0.00282    -0.00972     0.00000
       36.18131      140.54448    -0.12090     0.01745    -0.13835     0.00000
       39.32700      140.55978     0.02840    -0.01851     0.04691     0.00000
       37.08930      140.56164    -0.23690    -0.00143    -0.23547     0.00000
       42.09861      140.56886     0.00450     0.01040    -0.00590     0.00000
       37.59109      140.57165    -0.15210     0.01932    -0.17142     0.00000
       40.32505      140.57735     0.02470    -0.00564     0.03034     0.00000
       40.52365      140.57815     0.03830     0.01449     0.02381     0.00000
       40.70628      140.58922     0.00260    -0.01530     0.01790     0.00000
       39.50814      140.59609     0.03130    -0.01651     0.04781     0.00000
       39.74916      140.59704    -0.01270    -0.05892     0.04622     0.00000
       42.80272      140.60352    -0.03230    -0.02230    -0.01000     0.00000
       36.53993      140.61184    -0.23700    -0.01733    -0.21967     0.00000
       39.05190      140.62959    -0.06200    -0.08768     0.02568     0.00000
       41.04322      140.63589     0.01180     0.00399     0.00781     0.00000
       37.98441      140.64564    -0.12320     0.01458    -0.13778     0.00000
       35.77730      140.64682    -0.05170     0.05983    -0.11153     0.00000
       35.95545      140.65924    -0.11020     0.01278    -0.12298     0.00000
       37.32547      140.66211    -0.23730     0.02490    -0.26220     0.00000
       42.12314      140.66687    -0.00480     0.00305    -0.00785     0.00000
       36.93262      140.69015    -0.35840    -0.04248    -0.31592     0.00000
       39.14620      140.71505    -0.04510    -0.06840     0.02330     0.00000
       41.97669      140.71544    -0.01230    -0.00459    -0.00771     0.00000
       37.18309      140.71600    -0.28870     0.02883    -0.31753     0.00000
       37.82460      140.72766    -0.22820    -0.01999    -0.20821     0.00000
       38.57181      140.72772    -0.07960    -0.01534    -0.06426     0.00000
       39.70268      140.73285     0.01070    -0.03010     0.04080     0.00000
       41.82607      140.74783    -0.01740    -0.01029    -0.00711     0.00000
       36.80031      140.75391    -0.39310    -0.04961    -0.34349     0.00000
       38.25775      140.75470    -0.13060     0.00770    -0.13830     0.00000
       37.56055      140.75507    -0.24090     0.03563    -0.27653     0.00000
       42.55138      140.76762    -0.01260    -0.00100    -0.01160     0.00000
       39.35130      140.76918    -0.01930    -0.05112     0.03182     0.00000
       40.21544      140.78733     0.02900     0.00241     0.02659     0.00000
       38.74894      140.80164    -0.08340    -0.03005    -0.05335     0.00000
       40.64357      140.80335     0.01600     0.00323     0.01277     0.00000
       42.04297      140.80554     0.02240     0.03239    -0.00999     0.00000
       37.33670      140.80845    -0.28670     0.07066    -0.35736     0.00000
       40.83441      140.81054     0.03660     0.02920     0.00740     0.00000
       41.14555      140.82199     0.03020     0.02999     0.00021     0.00000
       42.64629      140.82568    -0.00440     0.00831    -0.01271     0.00000
       38.93403      140.83319    -0.07930    -0.05365    -0.02565     0.00000
       39.55446      140.83632    -0.02410    -0.05785     0.03375     0.00000
       35.72636      140.83723    -0.06120     0.05630    -0.11750     0.00000
       37.01845      140.84165    -0.49210    -0.06977    -0.42233     0.00000
       38.02966      140.84399    -0.20780     0.03106    -0.23886     0.00000
       38.54622      140.84787    -0.13420    -0.01534    -0.11886     0.00000
       38.41176      140.85137    -0.16300    -0.00841    -0.15459     0.00000
       42.47390      140.87637    -0.00280     0.01032    -0.01312     0.00000
       41.45530      140.88051     0.01040     0.01675    -0.00635     0.00000
       42.85789      140.88334    -0.01540    -0.00159    -0.01381     0.00000
       42.55793      140.89880    -0.02940    -0.01573    -0.01367     0.00000
       37.09071      140.90251    -0.49940    -0.03465    -0.46475     0.00000
       37.80067      140.90808    -0.32090     0.01686    -0.33776     0.00000
       41.74059      140.92933     0.06890     0.07948    -0.01058     0.00000
       40.44763      140.94159     0.02410     0.01113     0.01297     0.00000
       42.37421      140.94241    -0.00830     0.00570    -0.01400     0.00000
       38.17712      140.94369    -0.24160     0.03645    -0.27805     0.00000
       38.31749      140.95418    -0.28200    -0.03423    -0.24777     0.00000
       39.70109      140.96450     0.01850    -0.00828     0.02678     0.00000
       41.19966      140.98381     0.00330     0.00920    -0.00590     0.00000
       39.12701      140.98846    -0.07130    -0.04583    -0.02547     0.00000
       40.92116      140.99023     0.03160     0.03268    -0.00108     0.00000
       38.68613      141.00433    -0.16860    -0.00973    -0.15887     0.00000
       40.10675      141.04646     0.02290     0.00565     0.01725     0.00000
       39.95308      141.06633     0.00920    -0.00982     0.01902     0.00000
       42.66788      141.07496    -0.01120     0.00533    -0.01653     0.00000
       40.29108      141.07647     0.01220     0.00131     0.01089     0.00000
       42.42055      141.08106    -0.00310     0.01344    -0.01654     0.00000
       41.46616      141.09447    -0.01710    -0.00437    -0.01273     0.00000
       40.57998      141.10602     0.02560     0.02380     0.00180     0.00000
       40.86236      141.13181     0.05060     0.05622    -0.00562     0.00000
       41.83400      141.14218    -0.00340     0.01309    -0.01649     0.00000
       38.53948      141.14754    -0.34770    -0.01649    -0.33121     0.00000
       38.99546      141.14852    -0.17890    -0.06729    -0.11161     0.00000
       38.66063      141.16072    -0.28580    -0.00622    -0.27958     0.00000
       39.85125      141.16486     0.00130    -0.01137     0.01267     0.00000
       39.59657      141.17210    -0.01870    -0.02365     0.00495     0.00000
       40.62507      141.19783    -0.01130    -0.00751    -0.00379     0.00000
       39.11062      141.20392    -0.18350    -0.09347    -0.09003     0.00000
       38.42506      141.21291    -0.52030    -0.05865    -0.46165     0.00000
       41.30077      141.21328     0.02190     0.03698    -0.01508     0.00000
       39.98057      141.22506     0.02820     0.02049     0.00771     0.00000
       38.90193      141.28319    -0.33970    -0.11078    -0.22892     0.00000
       42.97138      141.29033     0.00200     0.02122    -0.01922     0.00000
       39.46469      141.29300    -0.06070    -0.03624    -0.02446     0.00000
       40.29115      141.29369     0.00190     0.00390    -0.00200     0.00000
       38.50984      141.30440    -0.58510    -0.05727    -0.52783     0.00000
       39.23537      141.31167    -0.16350    -0.08196    -0.08154     0.00000
       38.74322      141.31786    -0.41820    -0.04942    -0.36878     0.00000
       40.50876      141.33199     0.03490     0.04367    -0.00877     0.00000
       42.54980      141.36148    -0.03470    -0.01331    -0.02139     0.00000
       40.96824      141.36796     0.01000     0.02790    -0.01790     0.00000
       40.67640      141.37621     0.00410     0.01841    -0.01431     0.00000
       41.16093      141.38569     0.00690     0.02742    -0.02052     0.00000
       39.01211      141.40085    -0.31440    -0.08389    -0.23051     0.00000
       42.77319      141.40709     0.00290     0.02438    -0.02148     0.00000
       39.63937      141.42613    -0.04530    -0.02193    -0.02337     0.00000
       41.40471      141.44759    -0.03550    -0.01126    -0.02424     0.00000
       38.68270      141.44937    -0.66390    -0.09201    -0.57189     0.00000
       39.84902      141.45259    -0.05120    -0.03720    -0.01400     0.00000
       40.04860      141.46194    -0.02090    -0.00883    -0.01207     0.00000
       40.27104      141.48486    -0.01430     0.00108    -0.01538     0.00000
       38.30119      141.50069    -1.12820    -0.16108    -0.96712     0.00000
       40.51536      141.51128    -0.01900     0.00132    -0.02032     0.00000
       39.33806      141.53416    -0.22690    -0.11635    -0.11055     0.00000
       38.90286      141.57259    -0.63710    -0.17263    -0.46447     0.00000
       39.14309      141.57549    -0.42660    -0.19172    -0.23488     0.00000
       42.88443      141.57742     0.00700     0.03056    -0.02356     0.00000
       42.65553      141.60226    -0.04550    -0.02041    -0.02509     0.00000
       39.97096      141.66218    -0.05120    -0.01755    -0.03365     0.00000
       39.59612      141.67529    -0.15310    -0.08223    -0.07087     0.00000
       40.40520      141.71313    -0.03080     0.00399    -0.03479     0.00000
       42.98325      141.73067    -0.00360     0.02156    -0.02516     0.00000
       39.02378      141.73985    -0.70250    -0.23135    -0.47115     0.00000
       40.13345      141.78910    -0.02380     0.02023    -0.04403     0.00000
       39.25352      141.79804    -0.49200    -0.22711    -0.26489     0.00000
       39.84918      141.80385    -0.12050    -0.06158    -0.05892     0.00000
       42.72944      141.86398    -0.01470     0.01419    -0.02889     0.00000
       39.57239      141.93996    -0.27920    -0.14098    -0.13822     0.00000
       39.86937      141.95054    -0.10240    -0.02241    -0.07999     0.00000
       39.45816      141.95526    -0.41720    -0.22405    -0.19315     0.00000
       39.73896      141.97022    -0.15810    -0.05592    -0.10218     0.00000
       42.48128      142.06022    -0.03000     0.00459    -0.03459     0.00000
       42.93377      142.08460     0.02610     0.05651    -0.03041     0.00000
       42.72724      142.29581    -0.00640     0.02931    -0.03571     0.00000
       42.35690      142.36460    -0.02880     0.01329    -0.04209     0.00000
       42.55426      142.39592    -0.01880     0.02086    -0.03966     0.00000
       42.98052      142.40197    -0.01350     0.02062    -0.03412     0.00000
       42.89063      142.53226    -0.00910     0.02783    -0.03693     0.00000
       42.24773      142.56745     0.00930     0.05741    -0.04811     0.00000
       42.27723      142.76795     0.00580     0.05721    -0.05141     0.00000
       42.13094      142.93539    -0.00600     0.05225    -0.05825     0.00000
       42.80334      142.95369    -0.00240     0.04118    -0.04358     0.00000
       42.69927      143.10326     0.00850     0.05582    -0.04732     0.00000
       42.48641      143.15197    -0.05870    -0.00609    -0.05261     0.00000
       42.00586      143.15653    -0.01310     0.05320    -0.06630     0.00000
       42.93886      143.17057    -0.01560     0.02787    -0.04347     0.00000
       42.67396      143.31280    -0.01090     0.03928    -0.05018     0.00000
       42.12559      143.31570    -0.02170     0.04331    -0.06501     0.00000
       42.32159      143.33100    -0.02610     0.03314    -0.05924     0.00000
       42.55165      143.46114    -0.01770     0.03687    -0.05457     0.00000
       42.80651      143.49497    -0.03480     0.01419    -0.04899     0.00000
       42.80034      143.65554     0.00450     0.05485    -0.05035     0.00000
       42.89451      143.92695    -0.02260     0.02728    -0.04988     0.00000
       42.96326      144.43194    -0.01040     0.03947    -0.04987     0.00000
       42.98257      144.71915    -0.01790     0.03162    -0.04952     0.00000
       38.88798      143.36219     1.60000     0.16292     1.43708     0.00000
       38.63646      143.26334     1.50000    -0.47104     1.97104     0.00000
       38.08094      142.91663     3.00000    -0.03913     3.03913     0.00000
       38.14886      142.43315    -0.80000     0.39907    -1.19907     0.00000
       37.16611      142.08090     0.90000     0.48404     0.41596     0.00000
