       latitude      longitude observation     resiual  prediction  correction
       36.03134      140.20244     0.29210    -0.02284     0.31494     0.00000
       37.61595      140.20565     1.35670    -0.05252     1.40922     0.00000
       37.29304      140.21275     1.19200    -0.02980     1.22180     0.00000
       38.62841      140.22051     1.41830    -0.07929     1.49759     0.00000
       42.78643      140.23320     0.05370    -0.05021     0.10391     0.00000
       39.65831      140.23421     0.75280    -0.13330     0.88610     0.00000
       35.28838      140.24916     0.08650    -0.01878     0.10528     0.00000
       42.24368      140.25048     0.07540    -0.06656     0.14196     0.00000
       37.12629      140.25993     1.14010     0.00027     1.13983     0.00000
       40.27116      140.26366     0.43130    -0.13792     0.56922     0.00000
       35.16590      140.26802     0.05230    -0.03573     0.08803     0.00000
       38.14810      140.27114     1.58230    -0.06672     1.64902     0.00000
       40.77898      140.27298     0.26580    -0.12137     0.38717     0.00000
       39.29674      140.27893     1.03800    -0.10731     1.14531     0.00000
       36.65057      140.29342     0.80410     0.04562     0.75848     0.00000
       41.12172      140.29353     0.19160    -0.10868     0.30028     0.00000
       40.57518      140.29499     0.32590    -0.12701     0.45291     0.00000
       36.77896      140.29649     0.91260     0.03948     0.87312     0.00000
       35.71745      140.31515     0.15570    -0.03534     0.19104     0.00000
       41.59903      140.31589     0.11870    -0.09517     0.21387     0.00000
       35.53012      140.31824     0.10070    -0.04297     0.14367     0.00000
       38.75860      140.31874     1.47680    -0.06093     1.53773     0.00000
       37.36182      140.32439     1.34110    -0.03576     1.37686     0.00000
       35.42113      140.33737     0.09540    -0.02577     0.12117     0.00000
       36.09694      140.34315     0.33800    -0.01042     0.34842     0.00000
       42.49436      140.35420     0.05470    -0.06573     0.12043     0.00000
       38.49677      140.36515     1.68320    -0.03543     1.71863     0.00000
       38.33103      140.36609     1.76450    -0.00101     1.76551     0.00000
       41.93485      140.37123     0.09460    -0.07530     0.16990     0.00000
       37.62073      140.37290     1.56900    -0.03619     1.60519     0.00000
       37.02358      140.37627     1.18500     0.03728     1.14772     0.00000
       35.24324      140.38491     0.06000    -0.03093     0.09093     0.00000
       36.47585      140.38569     0.71780     0.08461     0.63319     0.00000
       39.54929      140.38662     0.89250    -0.12412     1.01662     0.00000
       38.17044      140.39388     1.81290    -0.00523     1.81813     0.00000
       40.00688      140.40199     0.58170    -0.13873     0.72043     0.00000
       35.97041      140.40295     0.26670    -0.01389     0.28059     0.00000
       35.80333      140.40701     0.18500    -0.02707     0.21207     0.00000
       40.18332      140.40815     0.47900    -0.14763     0.62663     0.00000
       36.86209      140.41327     1.09000     0.06833     1.02167     0.00000
       37.98993      140.44257     1.81930    -0.04765     1.86695     0.00000
       37.83350      140.44679     1.76380    -0.05487     1.81867     0.00000
       39.05438      140.44733     1.34370    -0.10917     1.45287     0.00000
       35.64235      140.44830     0.11080    -0.04946     0.16026     0.00000
       37.21056      140.45097     1.38970     0.00352     1.38618     0.00000
       40.91018      140.45157     0.22700    -0.12520     0.35220     0.00000
       37.44487      140.46403     1.53500    -0.06393     1.59893     0.00000
       37.68331      140.46649     1.73860    -0.03030     1.76890     0.00000
       36.34437      140.47633     0.58300     0.05151     0.53149     0.00000
       40.62435      140.47853     0.30010    -0.14232     0.44242     0.00000
       41.18508      140.49077     0.17360    -0.11127     0.28487     0.00000
       38.75216      140.49726     1.66870    -0.07994     1.74864     0.00000
       36.74303      140.49760     1.06550     0.11611     0.94939     0.00000
       39.19910      140.50669     1.25420    -0.12096     1.37516     0.00000
       41.71133      140.53503     0.11260    -0.08099     0.19359     0.00000
       39.92139      140.53586     0.67530    -0.12414     0.79944     0.00000
       42.98525      140.54394     0.02760    -0.06070     0.08830     0.00000
       36.18131      140.54448     0.43860     0.03849     0.40011     0.00000
       39.32700      140.55978     1.17310    -0.12070     1.29380     0.00000
       37.08930      140.56164     1.41830     0.03677     1.38153     0.00000
       42.09861      140.56886     0.06010    -0.08847     0.14857     0.00000
       37.59109      140.57165     1.83020    -0.03196     1.86216     0.00000
       40.32505      140.57735     0.42890    -0.14374     0.57264     0.00000
       40.52365      140.57815     0.35110    -0.13288     0.48398     0.00000
       40.70628      140.58922     0.28080    -0.13494     0.41574     0.00000
       39.50814      140.59609     1.02700    -0.11847     1.14547     0.00000
       39.74916      140.59704     0.80280    -0.13745     0.94025     0.00000
       42.80272      140.60352     0.03880    -0.05772     0.09652     0.00000
       36.53993      140.61184     0.91170     0.15051     0.76119     0.00000
       39.05190      140.62959     1.53080    -0.09819     1.62899     0.00000
       41.04322      140.63589     0.20280    -0.11293     0.31573     0.00000
       37.98441      140.64564     2.19780    -0.01902     2.21682     0.00000
       35.77730      140.64682     0.13160    -0.04829     0.17989     0.00000
       35.95545      140.65924     0.22650    -0.02348     0.24998     0.00000
       37.32547      140.66211     1.72120    -0.03017     1.75137     0.00000
       42.12314      140.66687     0.06890    -0.07492     0.14382     0.00000
       36.93262      140.69015     1.42520     0.10834     1.31686     0.00000
       39.14620      140.71505     1.52940    -0.07893     1.60833     0.00000
       41.97669      140.71544     0.08690    -0.07019     0.15709     0.00000
       37.18309      140.71600     1.64420    -0.01598     1.66018     0.00000
       37.82460      140.72766     2.27110    -0.03350     2.30460     0.00000
       38.57181      140.72772     2.17790    -0.06770     2.24560     0.00000
       39.70268      140.73285     0.90160    -0.12204     1.02364     0.00000
       41.82607      140.74783     0.09700    -0.07620     0.17320     0.00000
       36.80031      140.75391     1.34540     0.16735     1.17805     0.00000
       38.25775      140.75470     2.44430    -0.02151     2.46581     0.00000
       37.56055      140.75507     2.07110    -0.06904     2.14014     0.00000
       42.55138      140.76762     0.06380    -0.04417     0.10797     0.00000
       39.35130      140.76918     1.30020    -0.10958     1.40978     0.00000
       40.21544      140.78733     0.50210    -0.14604     0.64814     0.00000
       38.74894      140.80164     2.17120    -0.03296     2.20416     0.00000
       40.64357      140.80335     0.32970    -0.11009     0.43979     0.00000
       42.04297      140.80554     0.07830    -0.06947     0.14777     0.00000
       37.33670      140.80845     1.91180    -0.06311     1.97491     0.00000
       40.83441      140.81054     0.23120    -0.14094     0.37214     0.00000
       41.14555      140.82199     0.18240    -0.10405     0.28645     0.00000
       42.64629      140.82568     0.05410    -0.04670     0.10080     0.00000
       38.93403      140.83319     1.95570    -0.06236     2.01806     0.00000
       39.55446      140.83632     1.09270    -0.12238     1.21508     0.00000
       35.72636      140.83723     0.09030    -0.05042     0.14072     0.00000
       37.01845      140.84165     1.64550     0.07171     1.57379     0.00000
       38.02966      140.84399     2.63700    -0.02859     2.66559     0.00000
       38.54622      140.84787     2.46950    -0.04095     2.51045     0.00000
       38.41176      140.85137     2.61420    -0.01006     2.62426     0.00000
       42.47390      140.87637     0.04300    -0.06750     0.11050     0.00000
       41.45530      140.88051     0.13160    -0.09073     0.22233     0.00000
       42.85789      140.88334     0.02570    -0.06241     0.08811     0.00000
       42.55793      140.89880     0.04820    -0.05629     0.10449     0.00000
       37.09071      140.90251     1.82840     0.08308     1.74532     0.00000
       37.80067      140.90808     2.65110    -0.03694     2.68804     0.00000
       41.74059      140.92933     0.09730    -0.08076     0.17806     0.00000
       40.44763      140.94159     0.37070    -0.15631     0.52701     0.00000
       42.37421      140.94241     0.05980    -0.05598     0.11578     0.00000
       38.17712      140.94369     2.96130     0.01260     2.94870     0.00000
       38.31749      140.95418     3.01190     0.07086     2.94104     0.00000
       39.70109      140.96450     0.99960    -0.10472     1.10432     0.00000
       41.19966      140.98381     0.16030    -0.10805     0.26835     0.00000
       39.12701      140.98846     1.88260    -0.04533     1.92793     0.00000
       40.92116      140.99023     0.21290    -0.12741     0.34031     0.00000
       38.68613      141.00433     2.71250     0.01962     2.69288     0.00000
       40.10675      141.04646     0.58540    -0.15772     0.74312     0.00000
       39.95308      141.06633     0.70620    -0.16775     0.87395     0.00000
       42.66788      141.07496     0.04340    -0.05037     0.09377     0.00000
       40.29108      141.07647     0.47570    -0.14121     0.61691     0.00000
       42.42055      141.08106     0.05400    -0.05475     0.10875     0.00000
       41.46616      141.09447     0.12480    -0.08719     0.21199     0.00000
       40.57998      141.10602     0.31900    -0.14347     0.46247     0.00000
       40.86236      141.13181     0.22630    -0.12661     0.35291     0.00000
       41.83400      141.14218     0.07420    -0.08458     0.15878     0.00000
       38.53948      141.14754     3.38980     0.09325     3.29655     0.00000
       38.99546      141.14852     2.39660    -0.00950     2.40610     0.00000
       38.66063      141.16072     3.22180     0.09181     3.12999     0.00000
       39.85125      141.16486     0.87870    -0.11394     0.99264     0.00000
       39.59657      141.17210     1.24060    -0.07585     1.31645     0.00000
       40.62507      141.19783     0.29280    -0.14654     0.43934     0.00000
       39.11062      141.20392     2.33740     0.09698     2.24042     0.00000
       38.42506      141.21291     3.75110     0.08472     3.66638     0.00000
       41.30077      141.21328     0.13210    -0.10437     0.23647     0.00000
       39.98057      141.22506     0.72410    -0.14442     0.86852     0.00000
       38.90193      141.28319     2.97270     0.08350     2.88920     0.00000
       42.97138      141.29033     0.01420    -0.06023     0.07443     0.00000
       39.46469      141.29300     1.52680    -0.06953     1.59633     0.00000
       40.29115      141.29369     0.47360    -0.14432     0.61792     0.00000
       38.50984      141.30440     3.97350     0.10509     3.86841     0.00000
       39.23537      141.31167     2.09230    -0.00074     2.09304     0.00000
       38.74322      141.31786     3.44400     0.05120     3.39280     0.00000
       40.50876      141.33199     0.35090    -0.13717     0.48807     0.00000
       42.54980      141.36148     0.05620    -0.03674     0.09294     0.00000
       40.96824      141.36796     0.18800    -0.11899     0.30699     0.00000
       40.67640      141.37621     0.27200    -0.13582     0.40782     0.00000
       41.16093      141.38569     0.13330    -0.12304     0.25634     0.00000
       39.01211      141.40085     2.86310     0.03627     2.82683     0.00000
       42.77319      141.40709     0.05410    -0.02626     0.08036     0.00000
       39.63937      141.42613     1.26470    -0.08545     1.35015     0.00000
       41.40471      141.44759     0.13300    -0.07132     0.20432     0.00000
       38.68270      141.44937     4.03200     0.05049     3.98151     0.00000
       39.84902      141.45259     0.93050    -0.11305     1.04355     0.00000
       40.04860      141.46194     0.68490    -0.13166     0.81656     0.00000
       40.27104      141.48486     0.48190    -0.14415     0.62605     0.00000
       38.30119      141.50069     5.02320     0.01878     5.00442     0.00000
       40.51536      141.51128     0.32900    -0.14398     0.47298     0.00000
       39.33806      141.53416     2.06290    -0.00351     2.06641     0.00000
       38.90286      141.57259     3.64640     0.03841     3.60799     0.00000
       39.14309      141.57549     2.78940     0.07008     2.71932     0.00000
       42.88443      141.57742     0.01190    -0.05962     0.07152     0.00000
       42.65553      141.60226     0.05150    -0.02933     0.08083     0.00000
       39.97096      141.66218     0.76100    -0.14155     0.90255     0.00000
       39.59612      141.67529     1.46370    -0.05681     1.52051     0.00000
       40.40520      141.71313     0.36980    -0.14671     0.51651     0.00000
       42.98325      141.73067     0.00850    -0.05587     0.06437     0.00000
       39.02378      141.73985     3.59480     0.05960     3.53520     0.00000
       40.13345      141.78910     0.57980    -0.13898     0.71878     0.00000
       39.25352      141.79804     2.69510     0.05517     2.63993     0.00000
       39.84918      141.80385     0.94840    -0.12080     1.06920     0.00000
       42.72944      141.86398     0.06980    -0.00078     0.07058     0.00000
       39.57239      141.93996     1.60360    -0.05948     1.66308     0.00000
       39.86937      141.95054     0.89060    -0.14134     1.03194     0.00000
       39.45816      141.95526     1.97280    -0.04787     2.02067     0.00000
       39.73896      141.97022     1.15970    -0.10871     1.26841     0.00000
       42.48128      142.06022     0.01170    -0.06376     0.07546     0.00000
       42.93377      142.08460     0.01730    -0.04066     0.05796     0.00000
       42.72724      142.29581     0.00460    -0.05463     0.05923     0.00000
       42.35690      142.36460     0.03160    -0.03924     0.07084     0.00000
       42.55426      142.39592     0.03960    -0.02264     0.06224     0.00000
       42.98052      142.40197     0.02450    -0.02503     0.04953     0.00000
       42.89063      142.53226     0.01840    -0.03043     0.04883     0.00000
       42.24773      142.56745     0.02390    -0.04427     0.06817     0.00000
       42.27723      142.76795     0.01810    -0.04180     0.05990     0.00000
       42.13094      142.93539     0.02680    -0.03199     0.05879     0.00000
       42.80334      142.95369     0.01350    -0.02765     0.04115     0.00000
       42.69927      143.10326     0.01260    -0.02706     0.03966     0.00000
       42.48641      143.15197    -0.01970    -0.06223     0.04253     0.00000
       42.00586      143.15653     0.01520    -0.03906     0.05426     0.00000
       42.93886      143.17057    -0.00850    -0.04282     0.03432     0.00000
       42.67396      143.31280     0.01140    -0.02387     0.03527     0.00000
       42.12559      143.31570     0.02310    -0.02223     0.04533     0.00000
       42.32159      143.33100     0.02380    -0.01699     0.04079     0.00000
       42.55165      143.46114     0.02290    -0.01074     0.03364     0.00000
       42.80651      143.49497     0.00760    -0.02209     0.02969     0.00000
       42.80034      143.65554     0.01190    -0.01478     0.02668     0.00000
       42.89451      143.92695    -0.00690    -0.02811     0.02121     0.00000
       42.96326      144.43194     0.00750    -0.00596     0.01346     0.00000
       42.98257      144.71915     0.01950     0.00977     0.00973     0.00000
       38.88798      143.36219    14.00000     0.00390    13.99610     0.00000
       38.63646      143.26334    21.00000     0.41462    20.58538     0.00000
       38.08094      142.91663    22.00000     0.57490    21.42510     0.00000
       38.14886      142.43315    13.00000     0.06820    12.93180     0.00000
       37.16611      142.08090     4.50000     0.47801     4.02199     0.00000
